VIN (1-10),County,City,State
5YJ3E1EB9K,Clark,Washougal,WA
7SAYGDEEXN,King,Redmond,WA
5YJYGDEE7M,King,Woodinville,WA
5YJ3E1EA0J,King,Seattle,WA
5YJ3E1EB1J,King,Seattle,WA
1N4BZ1CPXK,King,Seattle,WA
KNDCT3L19P,King,Seattle,WA
1G1RA6S53H,Whatcom,Bellingham,WA
5YJYGDEE5M,Pierce,Puyallup,WA
KMHC65LD3K,Camden,Haddonfield,NJ
2T3YL4DV6E,King,Bellevue,WA
1C4JJXP63N,Clark,Camas,WA
5YJYGDEE1M,Kittitas,Cle Elum,WA
1G1FX6S08H,Thurston,Tumwater,WA
WBAJB1C53J,King,Kenmore,WA
5YJSA1E60M,King,Seattle,WA
5YJ3E1EBXL,Clark,Washougal,WA
5YJSA1S1XE,Thurston,Olympia,WA
7SAYGDEE5N,Snohomish,Lake Stevens,WA
5YJ3E1EA9P,King,Seattle,WA
5YJ3E1EB8K,King,Shoreline,WA
KNDCE3LG3N,Pierce,Bonney Lake,WA
5YJSA1CN6C,King,Bellevue,WA
WVWKP7AU6G,Benton,Richland,WA
1N4AZ1CP0J,King,Auburn,WA
5YJ3E1EA0L,Snohomish,Snohomish,WA
1G1FY6S0XL,Snohomish,Monroe,WA
5YJYGDEF0L,Chelan,Chelan,WA
3FA6P0SU4J,Snohomish,Bothell,WA
WP0AA2Y10N,King,Seattle,WA
SADHD2S13K,Clark,Vancouver,WA
5UXKT0C53H,Whatcom,Blaine,WA
5YJ3E1EC0M,Clark,Vancouver,WA
7SAYGDEE9N,King,Kirkland,WA
5YJ3E1EAXN,Snohomish,Bothell,WA
5YJSA1E24M,Snohomish,Brier,WA
1G1RD6S51J,King,Kent,WA
5YJ3E1EA5H,Spokane,Deer Park,WA
WBA7J2C54J,Snohomish,Edmonds,WA
5YJ3E1EA3L,Douglas,East Wenatchee,WA
5YJ3E1EA2L,King,Bellevue,WA
1N4BZ1DP7L,King,Sammamish,WA
1N4AZ0CP2D,Snohomish,Arlington,WA
5YJXCBE29G,King,Redmond,WA
JTDKARFP5H,Grant,Ephrata,WA
3FA6P0SU8K,Mason,Allyn,WA
YV4BC0PL2G,King,North Bend,WA
5YJ3E1EA8K,Clark,Camas,WA
JA4J24A52L,Franklin,Pasco,WA
KNAGV4LD9H,King,Sammamish,WA
JTDKARFP8L,Clark,Vancouver,WA
5LMYJ9YY5N,King,Sammamish,WA
5YJ3E1EA9L,Clark,Camas,WA
1N4AZ0CP8E,Pierce,Puyallup,WA
KNDC3DLC5N,King,Renton,WA
5YJYGDEE6M,King,Bellevue,WA
5YJ3E1EA5N,Snohomish,Bothell,WA
7SAYGAEE5N,King,Redmond,WA
5YJ3E1EB8K,King,Bellevue,WA
1N4AZ0CP2F,King,Sammamish,WA
5LMYJ8XY2N,King,Woodinville,WA
1N4AZ0CP9D,Spokane,Spokane,WA
5UXKT0C55J,Spokane,Deer Park,WA
5UXTA6C07M,Pierce,Gig Harbor,WA
1N4AZ1CPXK,Snohomish,Edmonds,WA
WBA8E1C5XH,King,Seattle,WA
5YJSA1E25G,Whatcom,Bellingham,WA
WMWXP3C07M,Pierce,Tacoma,WA
KNDC4DLCXN,Pierce,Fox Island,WA
5YJ3E1EB2N,Snohomish,Snohomish,WA
WBY1Z4C57E,King,Seattle,WA
KM8KNDAF0P,Clark,Battle Ground,WA
WBA8E1C31H,King,Kent,WA
5YJYGDEE7L,Spokane,Spokane Valley,WA
5YJ3E1EB5N,Snohomish,Marysville,WA
5YJ3E1EB3N,King,Mercer Island,WA
5YJYGDEE9L,Walla Walla,Walla Walla,WA
1G1FZ6S06K,King,Seattle,WA
5YJYGAEE1M,Thurston,Lacey,WA
3FA6P0SU5K,King,Auburn,WA
5YJ3E1EB8L,King,Woodinville,WA
5YJ3E1ECXN,Kitsap,Silverdale,WA
5YJYGDEE1L,Clark,Ridgefield,WA
5YJ3E1EB3K,Kitsap,Port Orchard,WA
KM8KRDAF9P,Kitsap,Bainbridge Island,WA
5YJSA1E24L,King,North Bend,WA
1FTBW9CK7N,Snohomish,Arlington,WA
5YJSA1E2XF,King,Renton,WA
5YJSA1E53N,King,Seattle,WA
5YJ3E1EA9L,Snohomish,Marysville,WA
7FCEHDB78N,Pierce,Lakewood,WA
2T3YL4DV4E,Whatcom,Bellingham,WA
WBY8P4C55K,King,Seattle,WA
1N4AZ0CP3G,King,Issaquah,WA
2C4RC1S75M,Snohomish,Everett,WA
5YJ3E1EB0L,King,Seattle,WA
2C4RC1N77M,Snohomish,Bothell,WA
WBY1Z4C58E,Pierce,Lakewood,WA
1C4JJXP6XM,Thurston,Lacey,WA
5YJ3E1EA8L,Snohomish,Lynnwood,WA
5YJYGDEE0L,Spokane,Spokane,WA
5YJ3E1EB7J,King,Seattle,WA
5YJYGDEE6M,Clark,Vancouver,WA
1G1FY6S02K,King,Carnation,WA
3FA6P0SU5D,Spokane,Spokane Valley,WA
1N4AZ0CP4E,Snohomish,Edmonds,WA
5YJYGDEF4M,King,Seattle,WA
5YJSA1H17F,King,Bellevue,WA
5YJSA1AG6D,Island,Freeland,WA
5YJ3E1EB4N,Whatcom,Bellingham,WA
5YJ3E1EB7J,Clark,Vancouver,WA
5YJ3E1EB7L,King,Sammamish,WA
5YJ3E1EBXK,King,Bothell,WA
LPSED3KA3N,King,Maple Valley,WA
7SAYGDEF8N,Snohomish,Mill Creek,WA
WVWPR7AUXK,Pierce,Eatonville,WA
1C4JJXP69N,Snohomish,Lynnwood,WA
7SAXCBE5XN,Snohomish,Bothell,WA
5YJYGDEEXL,Snohomish,Stanwood,WA
1N4AZ1CP5J,Pierce,Gig Harbor,WA
5YJYGDEF0M,Pierce,Gig Harbor,WA
KNDCC3LG0K,Snohomish,Everett,WA
YV4BC0PL3G,King,Kirkland,WA
WBY8P4C50K,King,Seattle,WA
5YJ3E1EB8J,King,Bellevue,WA
5YJ3E1EBXM,King,Bellevue,WA
5YJYGDEE7M,Snohomish,Lynnwood,WA
5YJ3E1EB6M,Chelan,Chelan,WA
3C3CFFGE4D,Whatcom,Bellingham,WA
5YJ3E1EB6J,Snohomish,Lynnwood,WA
5YJ3E1EB1K,King,Sammamish,WA
1N4BZ1CP3K,Grays Harbor,Aberdeen,WA
JHMZC5F34J,King,Black Diamond,WA
WBY1Z4C55G,King,Renton,WA
7FCTGAAL1N,King,Sammamish,WA
5YJ3E1EA0J,King,Seattle,WA
WA1LAAGE4M,King,Seattle,WA
1C4JJXR66N,Snohomish,Everett,WA
LPSED3KAXN,Clark,Amboy,WA
5YJYGDEFXL,King,Issaquah,WA
1FADP5CU8G,Grant,Electric City,WA
5YJ3E1EB7N,King,Seatac,WA
5YJ3E1EB5N,Clark,Vancouver,WA
WBY33AW01N,Snohomish,Edmonds,WA
1G1FW6S06H,Whatcom,Bellingham,WA
JHMZC5F32J,King,Bellevue,WA
5YJYGDED7M,Snohomish,Snohomish,WA
5YJSA1E6XM,King,Renton,WA
5YJXCAE28M,Pierce,South Hill,WA
5YJ3E1EA7N,King,Seatac,WA
WMZYU7C57K,Clark,Vancouver,WA
1N4AZ1CVXN,King,Bellevue,WA
5YJ3E1EB6M,King,Des Moines,WA
1C4JJXR68N,Clark,La Center,WA
5YJ3E1EA1K,Clark,Camas,WA
JTDKARFPXH,Snohomish,Bothell,WA
5YJXCBE2XJ,King,Renton,WA
WP0AA2Y18N,King,Seattle,WA
5YJ3E1EA0K,King,Issaquah,WA
5YJ3E1EA7N,King,Seatac,WA
5YJYGAEE0M,Snohomish,Bothell,WA
KNDCE3LG4N,Jefferson,Port Hadlock,WA
1G1FZ6S05N,Snohomish,Arlington,WA
1G1RB6S53H,King,Kent,WA
1N4BZ1CP4K,Spokane,Mead,WA
WAUUPBFFXJ,King,Seattle,WA
5YJ3E1EA4K,King,Lake Forest Park,WA
3C3CFFGE2F,Kitsap,Bainbridge Island,WA
1G1RD6E4XC,Snohomish,Lynnwood,WA
5YJ3E1EB2K,Snohomish,Bothell,WA
5YJSA1S1XE,King,Bellevue,WA
3FA6P0SU7G,Snohomish,Lake Stevens,WA
5YJXCAE29H,King,Redmond,WA
5YJYGDEE9L,Cowlitz,Longview,WA
5YJXCBE22G,Whatcom,Bellingham,WA
1N4BZ0CP7H,Pierce,Tacoma,WA
WVGUNPE28M,Thurston,Tumwater,WA
5YJ3E1EA8M,King,Bellevue,WA
KNDJX3AE1G,King,Sammamish,WA
5YJYGDEE1L,Pierce,Bonney Lake,WA
7FCEHDB71N,King,Kent,WA
JTDKARFP2H,Snohomish,Stanwood,WA
5YJ3E1EB5N,Clark,Vancouver,WA
5YJXCAE45K,Clark,Brush Prairie,WA
YV4ED3UB5N,King,Seattle,WA
JTDKARFPXJ,Snohomish,Mountlake Terrace,WA
WBA8E1C59H,District of Columbia,Washington,DC
5YJ3E1EB8J,King,Seattle,WA
5UXTA6C01N,King,Redmond,WA
KNDCE3LG2L,King,Seattle,WA
5YJ3E1EB2N,Snohomish,Everett,WA
1FADP5EU8H,Skagit,Anacortes,WA
5YJXCBE20H,Snohomish,Snohomish,WA
5YJSA1E52N,King,Bellevue,WA
7SAYGDEE4P,King,Lake Forest Park,WA
KL8CL6S08G,Clark,Vancouver,WA
WP1AE2AY4K,Pierce,Bonney Lake,WA
WA1E2AFY8M,King,Kirkland,WA
5YJ3E1EB4K,King,Seattle,WA
JTDKN3DP1D,Island,Oak Harbor,WA
1N4AZ1CP4K,Jefferson,Port Townsend,WA
7SAYGDEF5N,Pierce,Tacoma,WA
1G1FW6S06N,King,Newcastle,WA
5YJ3E1EB9L,King,Clyde Hill,WA
1G1FZ6S09L,Island,Camano Island,WA
WBAJB1C58J,Snohomish,Lake Stevens,WA
7SAYGDEFXN,Snohomish,Snohomish,WA
5YJ3E1EB4N,King,Kent,WA
5YJSA1DP6D,King,Kirkland,WA
KNDJX3AE3H,Whatcom,Bellingham,WA
5YJ3E1EA8K,King,Kirkland,WA
1G1RC6S59J,Snohomish,Mill Creek,WA
1G1RA6S52H,King,Bellevue,WA
5YJYGDEEXM,King,Seattle,WA
1N4AZ1CP3K,King,Redmond,WA
1G1RC6S5XH,King,North Bend,WA
5YJXCBE28J,King,Mercer Island,WA
1N4AZ1CV1N,King,Sammamish,WA
5YJSA1E49G,Benton,Kennewick,WA
5YJ3E1EA6L,King,Renton,WA
5YJ3E1EA0L,Snohomish,Edmonds,WA
1FADP5CU1D,King,Seattle,WA
7SAYGDEE8P,King,Seattle,WA
KNDC34LB2N,King,Redmond,WA
1N4AZ1CP9J,Clark,Vancouver,WA
1G1FY6S09N,Pierce,South Hill,WA
5YJ3E1EA1K,Clallam,Port Angeles,WA
5YJSA1AC3D,King,Newcastle,WA
5YJ3E1EB6N,Kitsap,Bremerton,WA
1G1FZ6S03K,King,Vashon,WA
5UXTS1C07M,Snohomish,Bothell,WA
WP0AC2Y18M,Kitsap,Bainbridge Island,WA
7SAXCBE59N,King,Seattle,WA
2C4RC1S75N,King,Tukwila,WA
1G1FZ6S08L,Island,Clinton,WA
1N4AZ0CP4D,Pierce,Tacoma,WA
7SAYGDEF1N,Snohomish,Everett,WA
5YJXCAE44G,King,Lake Forest Park,WA
7SAYGAEE3N,Snohomish,Snohomish,WA
1FADP5CU9F,King,Seattle,WA
5YJYGDEEXM,King,Seattle,WA
1G1RA6S54J,King,Seattle,WA
JTDKN3DP5D,Clark,Vancouver,WA
5YJ3E1EA8J,King,Kent,WA
5YJ3E1EB4J,King,Duvall,WA
JA3215H16C,Clallam,Port Angeles,WA
7FCTGAAA0N,King,Kirkland,WA
5YJSA1E51M,Benton,Kennewick,WA
1G1RA6S5XJ,King,Vashon,WA
JA4J24A54J,Clark,Washougal,WA
5YJ3E1EAXN,King,Kirkland,WA
KM8KNDAF9P,King,Mercer Island,WA
5YJ3E1EB4K,Clark,Vancouver,WA
5YJXCDE2XJ,Snohomish,Mill Creek,WA
5YJ3E1EC7M,King,Bellevue,WA
2C4RC1H79J,Pierce,Tacoma,WA
1G1RA6S58H,King,Burien,WA
5YJ3E1EB8J,Lewis,Onalaska,WA
7SAYGDEE8N,King,Redmond,WA
5YJ3E1EBXN,King,Sammamish,WA
5YJSA1E61N,King,Bellevue,WA
1G1RC6S59J,Whatcom,Bellingham,WA
7FCTGAAAXN,Clark,Battle Ground,WA
5YJ3E1EA7K,Snohomish,Everett,WA
5YJ3E1EA3J,King,Bellevue,WA
5YJSA1E29G,Snohomish,Lake Stevens,WA
WBY8P2C54K,Ferry,Republic,WA
5UXKT0C32H,King,Bellevue,WA
1N4AZ1CP4J,Spokane,Airway Heights,WA
WVGGNPE29N,King,Covington,WA
5YJ3E1EC9M,Snohomish,Edmonds,WA
5YJ3E1EB8L,Pierce,Puyallup,WA
7SAYGDEF9N,King,Kent,WA
5YJXCBE21J,Clark,Battle Ground,WA
5YJSA1E27H,Douglas,East Wenatchee,WA
KNDC4DLC6N,Snohomish,Snohomish,WA
5YJYGDEE8L,Snohomish,Everett,WA
5YJ3E1EB9N,Pierce,Spanaway,WA
1N4AZ0CP7F,Snohomish,Snohomish,WA
5YJ3E1EB8N,King,Seattle,WA
5YJ3E1EB4J,King,Bellevue,WA
5YJYGDEE1M,King,Medina,WA
1G1RA6E40D,Grays Harbor,Westport,WA
KNDCC3LG8K,King,Redmond,WA
WAUFJBFW4N,King,Redmond,WA
1N4BZ0CP7G,King,Seattle,WA
5YJYGAEE8M,King,Bellevue,WA
3FMTK4SX5M,King,Enumclaw,WA
1FADP5CUXF,King,Kirkland,WA
KNDRMDLH7N,Snohomish,Bothell,WA
5YJ3E1EB7K,King,Sammamish,WA
5YJ3E1EAXN,King,Seattle,WA
5UXTS1C06M,King,Seattle,WA
KM8KMDAF8N,Jefferson,Port Townsend,WA
KMHC85LJ0L,King,Seattle,WA
JTMAB3FV3M,Clark,Vancouver,WA
KM8K33AG5L,Skagit,Mount Vernon,WA
3FMTK3SU6M,King,North Bend,WA
5YJ3E1EB5N,King,Seatac,WA
7SAYGDEF2N,King,Kent,WA
5YJ3E1EB5N,King,Seattle,WA
5YJ3E1EAXK,King,Normandy Park,WA
5YJYGDEE2L,King,Seattle,WA
5YJ3E1EB4M,King,Issaquah,WA
5YJ3E1EB6K,Spokane,Liberty Lake,WA
5YJ3E1EB8M,Alameda,Berkeley,CA
5YJSA1E50N,King,Sammamish,WA
WDDVP9AB7F,King,Seattle,WA
1G1RB6E43D,King,Seattle,WA
3FA6P0PU2D,Kitsap,Bremerton,WA
1G1FW6S01L,Skagit,Anacortes,WA
5YJYGDEE9M,Kitsap,Port Orchard,WA
SADHB2S10L,King,Issaquah,WA
KNDCD3LD4L,King,Seattle,WA
1FMCU0KZ3M,Island,Langley,WA
5YJ3E1EB5N,King,Seattle,WA
7FCTGAAL7N,King,Carnation,WA
5YJYGDEE4M,King,Issaquah,WA
5YJ3E1EA3J,King,Kirkland,WA
5YJSA1E53N,King,Bellevue,WA
JTMAB3FV0M,King,Seattle,WA
3FA6P0PU2D,Pierce,Wilkeson,WA
LPSED3KA9N,Spokane,Colbert,WA
1FTBW1XK6N,King,Tukwila,WA
WMWXP3C04M,Snohomish,Lynnwood,WA
5YJ3E1EB4K,King,Seattle,WA
JHMZC5F3XJ,King,Redmond,WA
5YJ3E1EB0N,King,Bellevue,WA
5YJ3E1EBXJ,Clark,Vancouver,WA
JTMFB3FV5N,King,Kirkland,WA
5YJ3E1EB1K,King,Seattle,WA
1G1RH6E45D,Pierce,Joint Base Lewis Mcchord,WA
WP0AA2Y17N,King,Snoqualmie,WA
3FMTK4SE2M,Spokane,Liberty Lake,WA
5YJ3E1EC6L,King,Auburn,WA
1N4AZ0CP8E,Kitsap,Bremerton,WA
1FADP5CU2D,King,Seattle,WA
KNDCC3LG9K,King,Seattle,WA
1G1FX6S04H,King,Shoreline,WA
5YJ3E1EA5N,King,Kirkland,WA
5YJYGAEE2M,Pierce,Gig Harbor,WA
5YJ3E1EB1J,King,Seattle,WA
5YJ3E1EB9L,King,Seattle,WA
1G1FY6S08L,Spokane,Spokane,WA
5YJ3E1EA5N,Snohomish,Lynnwood,WA
3FA6P0PU9F,King,Redmond,WA
5YJSA1DN5D,Thurston,Yelm,WA
5YJ3E1EB4K,Clark,Vancouver,WA
WVWKR7AUXJ,King,Seattle,WA
3FA6P0PU9G,Whatcom,Ferndale,WA
5YJ3E1EB1N,King,Seattle,WA
1G1RD6S51J,King,Renton,WA
5YJSA1H11E,King,Maple Valley,WA
KNDCC3LG3K,Clark,Battle Ground,WA
7SAYGAEE7N,King,Seattle,WA
5YJ3E1EBXK,Grays Harbor,Montesano,WA
WP1AE2A2XF,King,Sammamish,WA
1N4AZ0CP3D,King,Kent,WA
7SAXCDE52N,Clark,Camas,WA
1FMCU0LZ1N,Benton,West Richland,WA
5YJ3E1EAXL,Cowlitz,Woodland,WA
5YJ3E1EBXL,King,Bellevue,WA
1N4AZ0CP6G,King,Renton,WA
5YJ3E1EB2J,King,Redmond,WA
5UXTA6C04N,King,Bellevue,WA
2C4RC1N79J,King,Auburn,WA
7FCTGAAL5N,Clark,Vancouver,WA
5YJ3E1EA8N,King,Seatac,WA
1G1FZ6S00L,Spokane,Spokane,WA
5YJYGDEE1M,King,Redmond,WA
5YJ3E1EB2N,King,Sammamish,WA
5YJYGDEE3M,Snohomish,Everett,WA
1N4AZ0CP3F,King,Bellevue,WA
JTDKARFP7J,King,Tukwila,WA
7SAYGDEE3N,Kitsap,Port Orchard,WA
5YJYGDEE9M,Clark,Camas,WA
WBY1Z2C54E,King,Kirkland,WA
3FA6P0SU5J,King,Renton,WA
1N4AZ0CP7E,King,Seattle,WA
1G1FY6S07K,King,Seattle,WA
1FADP5CU7E,Skagit,Anacortes,WA
7SAYGDEE9P,King,Seattle,WA
KNDCM3LDXK,King,Seattle,WA
5YJ3E1EB1J,King,Burien,WA
WP0AA2Y11N,Spokane,Spokane,WA
1N4AZ0CP9F,Clark,Battle Ground,WA
3C3CFFGE4G,Thurston,Olympia,WA
JTDKN3DP6C,King,Kent,WA
JTDKARFP8J,Clark,Vancouver,WA
1G1FX6S03J,Pierce,Puyallup,WA
5YJ3E1EA0L,Snohomish,Arlington,WA
5YJXCDE28G,Pierce,Gig Harbor,WA
5UXTA6C07N,King,Seattle,WA
5YJYGDEF2L,King,Bellevue,WA
5YJ3E1EA1L,King,Seattle,WA
JTMAB3FV6N,Clark,Vancouver,WA
5YJ3E1EA6K,Pierce,Edgewood,WA
3FMTK3SU8M,King,Sammamish,WA
1N4AZ1CP2J,King,Kirkland,WA
5YJYGAEE2M,Snohomish,Everett,WA
WB523CF04N,Snohomish,Everett,WA
5YJ3E1EB7N,King,Bothell,WA
5YJ3E1EB5K,King,Kirkland,WA
JTDKARFP1H,Whatcom,Bellingham,WA
5YJ3E1EAXN,Skagit,Burlington,WA
5YJ3E1EBXJ,Pierce,Puyallup,WA
5YJ3E1EA2P,King,Redmond,WA
5UXTA6C03N,King,Seattle,WA
5YJ3E1EA2P,King,Seattle,WA
5YJ3E1EB8J,King,Seattle,WA
WVGDMPE23M,King,Des Moines,WA
WAUUPBFF2G,Pierce,Tacoma,WA
5YJSA1E54N,Clark,Camas,WA
LYVBR0DL6J,Spokane,Greenacres,WA
5YJYGDEE4M,Grays Harbor,Aberdeen,WA
1N4AZ0CP1G,Kitsap,Bainbridge Island,WA
5YJSA1E22H,King,Seattle,WA
1C4JJXP64M,King,Redmond,WA
WVGRMPE24M,Snohomish,Everett,WA
5YJ3E1EB2N,Thurston,Olympia,WA
5YJXCBE28G,Snohomish,Snohomish,WA
3FMTK3SU6M,Snohomish,Lynnwood,WA
YV4BR0DM6M,Spokane,Spokane Valley,WA
7FCTGAAL9N,King,Woodinville,WA
5YJSA1E28K,San Juan,Eastsound,WA
5YJ3E1EB7M,Lewis,Toledo,WA
5YJYGDEF3M,Snohomish,Arlington,WA
5YJYGAEE3M,King,Seattle,WA
JTDKARFP8L,Clallam,Port Angeles,WA
5YJYGDEE0M,King,Seattle,WA
JTDKARFP6H,King,Kenmore,WA
KM8K53AG9K,Pierce,Tacoma,WA
5YJ3E1EB3K,King,Seattle,WA
5YJ3E1EA3P,King,Seattle,WA
5YJ3E1EB7M,King,Seattle,WA
1G1FX6S03H,Pierce,University Place,WA
5YJYGDEE3L,Clark,Camas,WA
1FADP5CU9E,Snohomish,Lake Stevens,WA
1G1RC6S54H,Pierce,Puyallup,WA
7SAYGDEF5N,Mason,Shelton,WA
5YJ3E1EA8M,King,Mercer Island,WA
5YJ3E1EB5N,King,Kirkland,WA
1G1RA6E41E,Kittitas,Ellensburg,WA
5YJ3E1EA1L,King,Issaquah,WA
7FCTGAAA6N,King,Kirkland,WA
7SAYGDEE4N,King,Seattle,WA
WBA7J2C59J,King,Kirkland,WA
5YJ3E1EA2L,King,Seattle,WA
KNDC3DLC1N,King,Bellevue,WA
JN1AZ0CP4C,King,Shoreline,WA
7FCEHDB71N,King,Tukwila,WA
5YJSA1E56N,King,Bellevue,WA
5YJ3E1EB3K,Clark,Vancouver,WA
5YJ3E1EB4N,King,Tukwila,WA
5YJSA1H25F,King,Kirkland,WA
5YJYGDEE3M,Spokane,Spokane,WA
7SAYGDEE2N,King,Seattle,WA
5YJ3E1EA7K,Kitsap,Bremerton,WA
2C4RC1H7XJ,King,Vashon,WA
5YJ3E1EA9K,King,Seattle,WA
5YJSA1E20G,King,Seattle,WA
5YJ3E1EA9P,Snohomish,Bothell,WA
1N4BZ0CP9H,Snohomish,Lynnwood,WA
5YJYGDEEXM,King,Shoreline,WA
7SAYGDEE1N,King,Seattle,WA
5YJ3E1EC0N,King,Clyde Hill,WA
5YJ3E1EAXN,King,Kent,WA
7SAYGDEE5N,King,Bothell,WA
WVGTMPE29M,Snohomish,Lake Stevens,WA
JN1AZ0CP0C,Pierce,Gig Harbor,WA
3C3CFFGE0H,Snohomish,Lake Stevens,WA
1G1RB6S54J,King,Seattle,WA
5YJ3E1EB2K,King,Kent,WA
1N4BZ1CP6K,King,Seattle,WA
7SAYGAEE4N,King,Bellevue,WA
1N4BZ1CP3K,Clark,Brush Prairie,WA
JTMFB3FV9M,King,Seattle,WA
7FCTGAAA8N,King,Seattle,WA
1G1FW6S04J,Whatcom,Bellingham,WA
5YJYGDEE3M,Snohomish,Everett,WA
KM8KMDAF0P,King,Seattle,WA
1G1FX6S00H,King,Normandy Park,WA
5YJYGDEEXM,King,Bothell,WA
5YJ3E1EA4L,King,Seattle,WA
5YJ3E1EB1N,King,Seattle,WA
3FMTK4SX0N,Benton,Richland,WA
KNDCE3LG0K,King,Woodinville,WA
5YJSA1E52N,Thurston,Olympia,WA
7SAXCBE6XN,King,Renton,WA
5YJ3E1EBXN,Spokane,Airway Heights,WA
5YJ3E1EBXJ,Clark,Vancouver,WA
5YJ3E1EAXM,Kitsap,Bremerton,WA
WBY7Z2C52J,Thurston,Olympia,WA
YV4BR0DLXJ,Spokane,Spokane,WA
JA3215H18C,King,Bellevue,WA
1N4BZ1BV8N,King,Shoreline,WA
1N4AZ1CP7J,King,Mercer Island,WA
7SAXCBE66N,King,Duvall,WA
1FTVW1EL2N,Pierce,Sumner,WA
1N4AZ0CP0E,King,Shoreline,WA
1FADP5CU0G,Thurston,Olympia,WA
WA1G2AFY9N,King,Redmond,WA
5YJ3E1EA7N,King,Seatac,WA
1G1RD6E47C,King,Renton,WA
3FMTK1SS4N,King,Shoreline,WA
7SAYGAEE6N,Benton,West Richland,WA
WBA8E1C52J,King,Renton,WA
5YJXCBE22H,King,Fall City,WA
5YJ3E1EB3J,Pierce,Gig Harbor,WA
KNDCE3LG4L,Snohomish,Bothell,WA
5YJYGAEE9M,King,Bellevue,WA
7SAYGDEE6N,King,Seattle,WA
5YJ3E1EA0J,Cowlitz,Castle Rock,WA
KNDC4DLC8N,Snohomish,Snohomish,WA
1N4AZ0CP1E,King,Bellevue,WA
1N4AZ0CP9D,Jefferson,Port Townsend,WA
7FCTGAAA2N,King,Redmond,WA
WA1F2AFYXN,Lewis,Silver Creek,WA
5YJ3E1EB0N,King,Bellevue,WA
WBY1Z4C56E,King,Bellevue,WA
JTDKARFP7J,King,Kenmore,WA
YV4ED3GB2N,Snohomish,Mill Creek,WA
5YJYGDEE2M,Snohomish,Edmonds,WA
WA1G2AFY1M,King,Kirkland,WA
5YJXCAE29M,King,Renton,WA
5YJSA1E41G,Yakima,Yakima,WA
5YJ3E1EBXJ,King,Sammamish,WA
KNDJP3AE4H,Snohomish,Snohomish,WA
JTDKN3DP0D,King,Shoreline,WA
1FADP5CU2G,King,Seattle,WA
KNDC3DLC2N,Spokane,Colbert,WA
5YJYGDEE3M,Pierce,Roy,WA
5YJ3E1EA6L,King,Seattle,WA
1C4JJXR67M,Kitsap,Poulsbo,WA
WVGGNPE22M,King,Lake Forest Park,WA
1N4BZ1CP3K,Chelan,Wenatchee,WA
1FADP3R49D,King,Issaquah,WA
5YJXCBE20J,Clark,Camas,WA
JA4J24A50K,King,Burien,WA
1N4BZ1CP3K,Clark,Vancouver,WA
5YJ3E1EB9J,King,Bellevue,WA
5YJSA1E42G,King,Sammamish,WA
1G1FZ6S05K,Spokane,Elk,WA
3FA6P0SU2G,Clark,La Center,WA
YV4H60CL2N,Kitsap,Bainbridge Island,WA
5YJ3E1EA0J,King,Sammamish,WA
5YJ3E1EA4J,King,Seattle,WA
1FADP5CU4G,Kitsap,Port Orchard,WA
1FMCU0LZ2N,Whatcom,Blaine,WA
5YJ3E1EC3N,Clark,Vancouver,WA
1N4AZ0CP8D,Pierce,Tacoma,WA
5YJ3E1EB7L,Skagit,Bow,WA
5YJXCAE2XH,King,Bellevue,WA
5YJ3E1EA9N,King,Bellevue,WA
7SAYGDEE6N,Kitsap,Bainbridge Island,WA
1G1FW6S0XH,Thurston,Tumwater,WA
1N4BZ0CP6G,Pierce,Puyallup,WA
KNDJX3AE8G,King,Shoreline,WA
7SAYGDEE8N,King,Seattle,WA
KNDCD3LD8K,Spokane,Spokane,WA
1G1RC6S54H,Benton,Kennewick,WA
5YJSA1E21H,King,Kirkland,WA
5UXTS1C03M,King,Kirkland,WA
KNAGV4LDXH,King,Tukwila,WA
1C4JJXP68M,King,Kirkland,WA
5YJYGDEE8M,Clark,Washougal,WA
5YJYGDEE9M,King,Seattle,WA
5YJYGDEE6L,Clark,Las Vegas,NV
1FADP5CU4E,Douglas,East Wenatchee,WA
5YJ3E1EA1L,King,Redmond,WA
1G1FX6S07H,Spokane,Spokane,WA
1G1FZ6S05M,King,Kenmore,WA
1G1RA6S59H,Pierce,Puyallup,WA
JTDKARFP4L,Clark,Vancouver,WA
7SAYGDEE2N,Snohomish,Monroe,WA
5YJSA1E28J,King,Woodinville,WA
3FA6P0SU2G,King,Seattle,WA
5YJYGAEE9M,King,Sammamish,WA
5YJSA1E23J,Snohomish,Mukilteo,WA
1N4AZ0CP5D,Yakima,Yakima,WA
WA12ABGE0L,King,Seattle,WA
KNDRJDLH8N,Spokane,Spokane,WA
1G1FW6S04N,Snohomish,Monroe,WA
1N4BZ0CP2G,Pierce,Tacoma,WA
1N4AZ1CP5K,Snohomish,Everett,WA
5YJ3E1EA9K,King,Bellevue,WA
1FADP5CU0D,Spokane,Spokane Valley,WA
WP1AE2A2XG,King,Seattle,WA
1N4BZ1DV5M,Skagit,Sedro-Woolley,WA
5YJ3E1EA4M,King,Renton,WA
JTDKN3DPXC,Skagit,Anacortes,WA
5YJYGDEE7M,Pierce,Tacoma,WA
WBY1Z4C54G,Thurston,Lacey,WA
1N4AZ0CP1F,King,Bellevue,WA
2C4RC1S72M,King,Sammamish,WA
WB523CF09N,King,Mercer Island,WA
1N4AZ1CV2M,King,Seattle,WA
5YJYGDEE0M,Skagit,Mount Vernon,WA
